Unnamed: 0,X,date,mes,weekday,margem,venda,desconto,outdesc,outmg
64.0,64.0,20141003.0,outubro,sexta-feira,0.472685114,102928.196,14146.17955,0.0,0.0
65.0,65.0,20141004.0,outubro,sabado,0.467799143,47364.26,6031.043362,0.0,0.0
66.0,66.0,20141005.0,outubro,domingo,0.456387664,62724.94,9121.092116,0.0,0.0
67.0,67.0,20141006.0,outubro,segunda-feira,0.435425039,114038.216,12777.98288,0.0,0.0
68.0,68.0,20141007.0,outubro,terca-feira,0.455724905,107232.39,10939.08504,0.0,0.0
69.0,69.0,20141008.0,outubro,quarta-feira,0.45221968,105252.748,13041.42268,0.0,0.0
70.0,70.0,20141009.0,outubro,quinta-feira,0.472497595,90520.242,11811.61817,0.0,0.0
71.0,71.0,20141010.0,outubro,sexta-feira,0.459670165,89928.334,12340.91021,0.0,0.0
72.0,72.0,20141011.0,outubro,sabado,0.500692175,69214.32,13726.11177,0.0,0.0
73.0,73.0,20141012.0,outubro,domingo,0.455339801,53262.04,7252.98798,0.0,0.0
74.0,74.0,20141013.0,outubro,segunda-feira,0.418894466,135542.624,10647.47658,0.0,0.0
75.0,75.0,20141014.0,outubro,terca-feira,0.443414523,92869.486,8618.080945,0.0,0.0
76.0,76.0,20141015.0,outubro,quarta-feira,0.430574491,85436.66,7721.337731,0.0,0.0
77.0,77.0,20141016.0,outubro,quinta-feira,0.449559117,92634.124,10078.78744,0.0,0.0
78.0,78.0,20141017.0,outubro,sexta-feira,0.432113121,68685.454,3737.716363,0.0,0.0
79.0,79.0,20141018.0,outubro,sabado,0.503328277,57874.4,10411.77685,0.0,0.0
80.0,80.0,20141019.0,outubro,domingo,0.475314157,73788.74,9939.120504,0.0,0.0
81.0,81.0,20141020.0,outubro,segunda-feira,0.431853681,115093.184,11117.52497,0.0,0.0
82.0,82.0,20141021.0,outubro,terca-feira,0.461493591,110626.768,12439.01494,0.0,0.0
83.0,83.0,20141022.0,outubro,quarta-feira,0.446936077,114132.922,13996.87542,0.0,0.0
84.0,84.0,20141023.0,outubro,quinta-feira,0.514174268,133400.418,16093.7631,0.0,0.0
85.0,85.0,20141024.0,outubro,sexta-feira,0.463439424,104699.216,13795.86287,0.0,0.0
86.0,86.0,20141025.0,outubro,sabado,0.488191461,64437.56,11697.7415,0.0,0.0
87.0,87.0,20141026.0,outubro,domingo,0.442342263,61341.82,9141.35115,0.0,0.0
88.0,88.0,20141027.0,outubro,segunda-feira,0.438941349,110656.2925,10918.74742,0.0,0.0
89.0,89.0,20141028.0,outubro,terca-feira,0.454956886,108895.756,11867.02717,0.0,0.0
90.0,90.0,20141029.0,outubro,quarta-feira,0.474327244,106445.1389,12977.12989,0.0,0.0
91.0,91.0,20141030.0,outubro,quinta-feira,0.45402222,100518.0757,12522.59489,0.0,0.0
92.0,92.0,20141031.0,outubro,sexta-feira,0.474889638,86519.922,7738.348789,0.0,0.0
93.0,93.0,20141101.0,novembro,sabado,0.456596954,51102.63,5033.787795,0.0,0.0
94.0,94.0,20141102.0,novembro,domingo,0.444361779,73211.56,7848.097174,0.0,0.0
95.0,95.0,20141103.0,novembro,segunda-feira,0.441816598,120428.034,12604.90823,0.0,0.0
96.0,96.0,20141104.0,novembro,terca-feira,0.435185023,143670.688,17484.04584,0.0,0.0
97.0,97.0,20141105.0,novembro,quarta-feira,0.437199354,125676.342,13131.19197,0.0,0.0
98.0,98.0,20141106.0,novembro,quinta-feira,0.447895125,102142.552,12257.85483,0.0,0.0
99.0,99.0,20141107.0,novembro,sexta-feira,0.431752226,78466.986,8087.04093,0.0,0.0
100.0,100.0,20141108.0,novembro,sabado,0.436743493,49464.52,6018.145331,0.0,0.0
101.0,101.0,20141109.0,novembro,domingo,0.442280887,79903.59,10192.39168,0.0,0.0
102.0,102.0,20141110.0,novembro,segunda-feira,0.437481017,129544.778,12519.90619,0.0,0.0
103.0,103.0,20141111.0,novembro,terca-feira,0.420209806,102310.059,7904.829905,0.0,0.0
104.0,104.0,20141112.0,novembro,quarta-feira,0.428077514,105861.4763,7784.68973,0.0,0.0
105.0,105.0,20141113.0,novembro,quinta-feira,0.437637946,89786.4564,9300.569967,0.0,0.0
106.0,106.0,20141114.0,novembro,sexta-feira,0.421260014,66942.3065,6010.998138,0.0,0.0
107.0,107.0,20141115.0,novembro,sabado,0.434237802,39676.31,5572.647248,0.0,0.0
108.0,108.0,20141116.0,novembro,domingo,0.440220762,73051.17,10632.03809,0.0,0.0
109.0,109.0,20141117.0,novembro,segunda-feira,0.424618289,128459.2348,12145.55409,0.0,0.0
110.0,110.0,20141118.0,novembro,terca-feira,0.416131826,91296.3137,7634.068362,0.0,0.0
111.0,111.0,20141119.0,novembro,quarta-feira,0.431397626,92494.9908,8816.186047,0.0,0.0
112.0,112.0,20141120.0,novembro,quinta-feira,0.414330014,71883.0204,7336.77155,0.0,0.0
113.0,113.0,20141121.0,novembro,sexta-feira,0.422762132,68114.6709,6911.150978,0.0,0.0
114.0,114.0,20141122.0,novembro,sabado,0.464443389,49668.16,6384.449572,0.0,0.0
115.0,115.0,20141123.0,novembro,domingo,0.467568335,55659.88,8080.095634,0.0,0.0
116.0,116.0,20141124.0,novembro,segunda-feira,0.412207189,96902.0846,7744.978711,0.0,0.0
117.0,117.0,20141125.0,novembro,terca-feira,0.417966604,80212.3353,9391.815403,0.0,0.0
118.0,118.0,20141126.0,novembro,quarta-feira,0.420460552,90604.1211,9788.852234,0.0,0.0
119.0,119.0,20141127.0,novembro,quinta-feira,0.379258228,115098.4939,11207.08256,0.0,0.0
120.0,120.0,20141128.0,novembro,sexta-feira,0.343822387,577017.3896,48454.40708,1.0,0.0
121.0,121.0,20141129.0,novembro,sabado,0.355572168,201000.33,18247.48092,0.0,0.0
122.0,122.0,20141130.0,novembro,domingo,0.355137498,116377.13,8964.718238,0.0,0.0
123.0,123.0,20141201.0,dezembro,segunda-feira,0.346917592,186758.7249,13320.62818,0.0,0.0
124.0,124.0,20141202.0,dezembro,terca-feira,0.368444293,118377.1168,7188.306069,0.0,0.0
125.0,125.0,20141203.0,dezembro,quarta-feira,0.392301963,103792.437,8993.12138,0.0,0.0
126.0,126.0,20141204.0,dezembro,quinta-feira,0.379968644,72409.5311,5328.906706,0.0,0.0
127.0,127.0,20141205.0,dezembro,sexta-feira,0.400020087,73396.81,6237.234764,0.0,0.0
128.0,128.0,20141206.0,dezembro,sabado,0.415121844,51462.06,6011.867898,0.0,0.0
129.0,129.0,20141207.0,dezembro,domingo,0.369130369,52047.66,3467.689704,0.0,0.0
130.0,130.0,20141208.0,dezembro,segunda-feira,0.412884514,116967.93,9124.581176,0.0,0.0
131.0,131.0,20141209.0,dezembro,terca-feira,0.399404728,86829.5462,8295.50563,0.0,0.0
132.0,132.0,20141210.0,dezembro,quarta-feira,0.371493376,66758.82,4683.100011,0.0,0.0
133.0,133.0,20141211.0,dezembro,quinta-feira,0.387072435,89955.95,9904.906189,0.0,0.0
134.0,134.0,20141212.0,dezembro,sexta-feira,0.366485471,64306.46,4281.64904,0.0,0.0
135.0,135.0,20141213.0,dezembro,sabado,0.39924209,46546.2,3712.369737,0.0,0.0
136.0,136.0,20141214.0,dezembro,domingo,0.382932062,52722.25,4138.105745,0.0,0.0
137.0,137.0,20141215.0,dezembro,segunda-feira,0.367337286,124385.554,9705.093615,0.0,0.0
138.0,138.0,20141216.0,dezembro,terca-feira,0.382322335,116161.944,11196.73005,0.0,0.0
139.0,139.0,20141217.0,dezembro,quarta-feira,0.381193985,99144.772,9466.031146,0.0,0.0
140.0,140.0,20141218.0,dezembro,quinta-feira,0.376627264,85987.9,9260.527405,0.0,0.0
141.0,141.0,20141219.0,dezembro,sexta-feira,0.358405413,62657.41,5137.351608,0.0,0.0
142.0,142.0,20141220.0,dezembro,sabado,0.365775902,33564.5,3460.031104,0.0,0.0
143.0,143.0,20141221.0,dezembro,domingo,0.359916253,48635.9,4132.501753,0.0,0.0
144.0,144.0,20141222.0,dezembro,segunda-feira,0.342698506,59390.4,3364.668079,0.0,0.0
145.0,145.0,20141223.0,dezembro,terca-feira,0.333302194,77819.608,5913.384692,0.0,0.0
146.0,146.0,20141224.0,dezembro,quarta-feira,0.308749748,44153.33,2412.433966,0.0,1.0
147.0,147.0,20141225.0,dezembro,quinta-feira,0.329309509,35590.01,3257.385504,0.0,0.0
148.0,148.0,20141226.0,dezembro,sexta-feira,0.326967658,92215.33,6813.19338,0.0,0.0
149.0,149.0,20141227.0,dezembro,sabado,0.343193793,71988.35,5259.169869,0.0,0.0
150.0,150.0,20141228.0,dezembro,domingo,0.290703388,28421.2,1033.59,0.0,1.0
151.0,151.0,20141229.0,dezembro,segunda-feira,0.343075719,90091.964,6408.318718,0.0,0.0
152.0,152.0,20141230.0,dezembro,terca-feira,0.386549622,59880.96,7414.770105,0.0,0.0
153.0,153.0,20141231.0,dezembro,quarta-feira,0.342505053,42261.7,4497.686094,0.0,0.0
154.0,154.0,20150101.0,janeiro,quinta-feira,0.383056597,30901.45,1765.353208,0.0,0.0
155.0,155.0,20150102.0,janeiro,sexta-feira,0.357612575,75801.64,4106.619818,0.0,0.0
156.0,156.0,20150103.0,janeiro,sabado,0.378214313,41756.0,3779.602855,0.0,0.0
157.0,157.0,20150104.0,janeiro,domingo,0.382188813,46332.9,3559.789449,0.0,0.0
158.0,158.0,20150105.0,janeiro,segunda-feira,0.359743777,153574.874,9093.071809,0.0,0.0
159.0,159.0,20150106.0,janeiro,terca-feira,0.35369277,170019.948,11767.71083,0.0,0.0
160.0,160.0,20150107.0,janeiro,quarta-feira,0.363274724,126650.842,8598.126306,0.0,0.0
161.0,161.0,20150108.0,janeiro,quinta-feira,0.356775476,127614.998,9701.565712,0.0,0.0
162.0,162.0,20150109.0,janeiro,sexta-feira,0.38013983,104789.04,9431.610165,0.0,0.0
163.0,163.0,20150110.0,janeiro,sabado,0.414123773,43308.1,3530.425504,0.0,0.0
164.0,164.0,20150111.0,janeiro,domingo,0.395661127,54593.31,4228.279086,0.0,0.0
165.0,165.0,20150112.0,janeiro,segunda-feira,0.361275179,139432.33,7185.159087,0.0,0.0
166.0,166.0,20150113.0,janeiro,terca-feira,0.360495219,142889.532,10492.66416,0.0,0.0
167.0,167.0,20150114.0,janeiro,quarta-feira,0.381272924,90749.996,7407.614346,0.0,0.0
168.0,168.0,20150115.0,janeiro,quinta-feira,0.393490531,88990.51,6585.661767,0.0,0.0
169.0,169.0,20150116.0,janeiro,sexta-feira,0.421317301,105553.36,8131.099355,0.0,0.0
170.0,170.0,20150117.0,janeiro,sabado,0.415119896,40232.55,4445.672833,0.0,0.0
171.0,171.0,20150118.0,janeiro,domingo,0.387538697,53553.3,3629.077983,0.0,0.0
172.0,172.0,20150119.0,janeiro,segunda-feira,0.374114089,134210.386,7521.264979,0.0,0.0
173.0,173.0,20150120.0,janeiro,terca-feira,0.391213011,108461.01,6525.353166,0.0,0.0
174.0,174.0,20150121.0,janeiro,quarta-feira,0.373712548,110959.488,7445.808114,0.0,0.0
175.0,175.0,20150122.0,janeiro,quinta-feira,0.383539571,86276.312,4279.871596,0.0,0.0
176.0,176.0,20150123.0,janeiro,sexta-feira,0.390372063,71397.804,5592.370938,0.0,0.0
177.0,177.0,20150124.0,janeiro,sabado,0.379596138,56195.35,3637.797193,0.0,0.0
178.0,178.0,20150125.0,janeiro,domingo,0.36933158,93749.92,6053.886969,0.0,0.0
179.0,179.0,20150126.0,janeiro,segunda-feira,0.379715284,142751.516,9146.56488,0.0,0.0
180.0,180.0,20150127.0,janeiro,terca-feira,0.396818309,120867.842,8266.667201,0.0,0.0
181.0,181.0,20150128.0,janeiro,quarta-feira,0.370915921,114532.51,8288.05454,0.0,0.0
182.0,182.0,20150129.0,janeiro,quinta-feira,0.384911463,114519.224,9474.697409,0.0,0.0
183.0,183.0,20150130.0,janeiro,sexta-feira,0.40707314,87932.18,8017.649567,0.0,0.0
184.0,184.0,20150131.0,janeiro,sabado,0.413251812,57547.21,7522.268136,0.0,0.0
185.0,185.0,20150201.0,fevereiro,domingo,0.36157736,128126.11,6640.479638,0.0,0.0
186.0,186.0,20150202.0,fevereiro,segunda-feira,0.391086038,113486.58,10130.79509,0.0,0.0
187.0,187.0,20150203.0,fevereiro,terca-feira,0.410486045,128266.65,11557.54715,0.0,0.0
188.0,188.0,20150204.0,fevereiro,quarta-feira,0.419385651,86936.09,7027.14988,0.0,0.0
189.0,189.0,20150205.0,fevereiro,quinta-feira,0.41162624,63860.51,4816.120706,0.0,0.0
190.0,190.0,20150206.0,fevereiro,sexta-feira,0.416143015,75247.19,9025.689048,0.0,0.0
191.0,191.0,20150207.0,fevereiro,sabado,0.420297711,49315.01,3189.070318,0.0,0.0
192.0,192.0,20150208.0,fevereiro,domingo,0.399252987,39117.48,2495.669509,0.0,0.0
193.0,193.0,20150209.0,fevereiro,segunda-feira,0.393061656,98625.86,5748.442338,0.0,0.0
194.0,194.0,20150210.0,fevereiro,terca-feira,0.373587586,94561.5,4678.106703,0.0,0.0
195.0,195.0,20150211.0,fevereiro,quarta-feira,0.380162133,127803.59,11100.53176,0.0,0.0
196.0,196.0,20150212.0,fevereiro,quinta-feira,0.399941152,95920.64,5146.263997,0.0,0.0
197.0,197.0,20150213.0,fevereiro,sexta-feira,0.425003265,88014.5,7501.202752,0.0,0.0
198.0,198.0,20150214.0,fevereiro,sabado,0.38083393,39914.51,868.22,0.0,0.0
199.0,199.0,20150215.0,fevereiro,domingo,0.38956722,38926.34,3280.841569,0.0,0.0
200.0,200.0,20150216.0,fevereiro,segunda-feira,0.403068228,64279.08,3707.798029,0.0,0.0
201.0,201.0,20150217.0,fevereiro,terca-feira,0.421446654,75519.41,6446.061569,0.0,0.0
202.0,202.0,20150218.0,fevereiro,quarta-feira,0.403054676,108388.47,8740.748261,0.0,0.0
203.0,203.0,20150219.0,fevereiro,quinta-feira,0.398600713,93168.37,7182.175153,0.0,0.0
204.0,204.0,20150220.0,fevereiro,sexta-feira,0.402032743,82177.15,6213.461323,0.0,0.0
205.0,205.0,20150221.0,fevereiro,sabado,0.422029052,90980.57,9301.543899,0.0,0.0
206.0,206.0,20150222.0,fevereiro,domingo,0.412946457,77753.41,6673.97,0.0,0.0
207.0,207.0,20150223.0,fevereiro,segunda-feira,0.378710606,115394.33,5617.688693,0.0,0.0
208.0,208.0,20150224.0,fevereiro,terca-feira,0.386864943,71912.12,4476.59,0.0,0.0
209.0,209.0,20150225.0,fevereiro,quarta-feira,0.391708223,78493.49,4713.936545,0.0,0.0
210.0,210.0,20150226.0,fevereiro,quinta-feira,0.402556542,83406.12,5333.873343,0.0,0.0
211.0,211.0,20150227.0,fevereiro,sexta-feira,0.400791293,68459.11,4080.2,0.0,0.0
212.0,212.0,20150228.0,fevereiro,sabado,0.369943756,25577.87,1227.97,0.0,0.0
213.0,213.0,20150301.0,marco,domingo,0.448912307,58301.79,6850.96,0.0,0.0
214.0,214.0,20150302.0,marco,segunda-feira,0.422104607,110798.91,8409.66,0.0,0.0
215.0,215.0,20150303.0,marco,terca-feira,0.400767071,91517.61,5337.61,0.0,0.0
216.0,216.0,20150304.0,marco,quarta-feira,0.395225844,97908.83,6920.359782,0.0,0.0
217.0,217.0,20150305.0,marco,quinta-feira,0.367358412,83553.81,4403.84333,0.0,0.0
218.0,218.0,20150306.0,marco,sexta-feira,0.39500031,76637.15,2993.690187,0.0,0.0
219.0,219.0,20150307.0,marco,sabado,0.35384327,80674.21,2560.65,0.0,0.0
220.0,220.0,20150308.0,marco,domingo,0.378440235,107011.29,7156.815727,0.0,0.0
221.0,221.0,20150309.0,marco,segunda-feira,0.384470048,97772.46,4022.652299,0.0,0.0
222.0,222.0,20150310.0,marco,terca-feira,0.382424208,89438.21,2098.5,0.0,0.0
223.0,223.0,20150311.0,marco,quarta-feira,0.389859695,82462.9,5064.0,0.0,0.0
224.0,224.0,20150312.0,marco,quinta-feira,0.395214886,73135.26,4267.258569,0.0,0.0
225.0,225.0,20150313.0,marco,sexta-feira,0.378442675,99304.23,3787.87,0.0,0.0
226.0,226.0,20150314.0,marco,sabado,0.351437659,93126.98,5055.65,0.0,0.0
227.0,227.0,20150315.0,marco,domingo,0.371224172,146136.04,8392.22054,0.0,0.0
228.0,228.0,20150316.0,marco,segunda-feira,0.398705061,127568.77,6695.101252,0.0,0.0
229.0,229.0,20150317.0,marco,terca-feira,0.400773097,104252.62,4664.687659,0.0,0.0
230.0,230.0,20150318.0,marco,quarta-feira,0.376345737,146107.41,12417.95,0.0,0.0
231.0,231.0,20150319.0,marco,quinta-feira,0.379950254,132064.2,10489.07753,0.0,0.0
232.0,232.0,20150320.0,marco,sexta-feira,0.363751807,69471.1,3986.971358,0.0,0.0
233.0,233.0,20150321.0,marco,sabado,0.408560827,41756.5,2560.658303,0.0,0.0
234.0,234.0,20150322.0,marco,domingo,0.367019324,56683.8,2912.253343,0.0,0.0
235.0,235.0,20150323.0,marco,segunda-feira,0.399111891,100315.47,5919.674304,0.0,0.0
236.0,236.0,20150324.0,marco,terca-feira,0.405495778,80282.4,6385.873738,0.0,0.0
237.0,237.0,20150325.0,marco,quarta-feira,0.384032162,69569.98,3464.419872,0.0,0.0
238.0,238.0,20150326.0,marco,quinta-feira,0.412651617,59351.74,4750.359872,0.0,0.0
239.0,239.0,20150327.0,marco,sexta-feira,0.404515649,48682.25,2121.80951,0.0,0.0
240.0,240.0,20150328.0,marco,sabado,0.425726468,47117.7,3856.386532,0.0,0.0
241.0,241.0,20150329.0,marco,domingo,0.414183285,53897.52,2248.269872,0.0,0.0
242.0,242.0,20150330.0,marco,segunda-feira,0.412706086,92303.2,5102.74333,0.0,0.0
243.0,243.0,20150331.0,marco,terca-feira,0.399198744,72182.11,4415.436606,0.0,0.0
244.0,244.0,20150401.0,abril,quarta-feira,0.39532591,62594.16,3838.723142,0.0,0.0
245.0,245.0,20150402.0,abril,quinta-feira,0.387644903,55886.29,1920.49,0.0,0.0
246.0,246.0,20150403.0,abril,sexta-feira,0.37055086,46416.21,681.77,0.0,0.0
247.0,247.0,20150404.0,abril,sabado,0.403237308,38755.26,2176.45,0.0,0.0
248.0,248.0,20150405.0,abril,domingo,0.351693836,52526.48,1019.831928,0.0,0.0
249.0,249.0,20150406.0,abril,segunda-feira,0.404882348,111674.45,6304.4,0.0,0.0
250.0,250.0,20150407.0,abril,terca-feira,0.410728302,86726.36,3514.186961,0.0,0.0
251.0,251.0,20150408.0,abril,quarta-feira,0.419453721,131781.11,6750.424624,0.0,0.0
252.0,252.0,20150409.0,abril,quinta-feira,0.423184274,83161.95,2993.0,0.0,0.0
253.0,253.0,20150410.0,abril,sexta-feira,0.427201456,46695.55,2397.33,0.0,0.0
254.0,254.0,20150411.0,abril,sabado,0.412004378,62990.47,5241.14,0.0,0.0
255.0,255.0,20150412.0,abril,domingo,0.362881726,50536.43,1473.32,0.0,0.0
256.0,256.0,20150413.0,abril,segunda-feira,0.421022072,176301.0,8068.99,0.0,0.0
257.0,257.0,20150414.0,abril,terca-feira,0.394913829,75279.6,3632.03,0.0,0.0
258.0,258.0,20150415.0,abril,quarta-feira,0.41776296,62295.5,3855.79,0.0,0.0
259.0,259.0,20150416.0,abril,quinta-feira,0.430695572,116036.6,5339.558569,0.0,0.0
260.0,260.0,20150417.0,abril,sexta-feira,0.43373777,98250.85,4042.39,0.0,0.0
261.0,261.0,20150418.0,abril,sabado,0.428709523,49899.56,4074.938282,0.0,0.0
262.0,262.0,20150419.0,abril,domingo,0.420289106,32422.7,2233.61,0.0,0.0
263.0,263.0,20150420.0,abril,segunda-feira,0.431593119,67433.3,4831.71,0.0,0.0
264.0,264.0,20150421.0,abril,terca-feira,0.438497296,48818.12,3804.237703,0.0,0.0
265.0,265.0,20150422.0,abril,quarta-feira,0.425149824,76607.1,3782.3,0.0,0.0
266.0,266.0,20150423.0,abril,quinta-feira,0.443999966,57949.1,3750.7,0.0,0.0
267.0,267.0,20150424.0,abril,sexta-feira,0.414763685,36377.81,1702.84,0.0,0.0
268.0,268.0,20150425.0,abril,sabado,0.420804057,30649.45,1375.35,0.0,0.0
269.0,269.0,20150426.0,abril,domingo,0.476418596,37876.15,2874.06,0.0,0.0
270.0,270.0,20150427.0,abril,segunda-feira,0.425023254,60738.7,1528.38,0.0,0.0
271.0,271.0,20150428.0,abril,terca-feira,0.415351121,76321.62,1891.88,0.0,0.0
272.0,272.0,20150429.0,abril,quarta-feira,0.455966835,96921.06,6600.87,0.0,0.0
273.0,273.0,20150430.0,abril,quinta-feira,0.416611071,48761.95,3165.9,0.0,0.0
274.0,274.0,20150501.0,maio,sexta-feira,0.443346361,28994.75,2159.0,0.0,0.0
275.0,275.0,20150502.0,maio,sabado,0.418216952,32147.74,665.0,0.0,0.0
276.0,276.0,20150503.0,maio,domingo,0.42366082,41854.66,2625.68,0.0,0.0
277.0,277.0,20150504.0,maio,segunda-feira,0.428477517,135369.61,5985.06,0.0,0.0
278.0,278.0,20150505.0,maio,terca-feira,0.414874738,108558.97,4070.513017,0.0,0.0
279.0,279.0,20150506.0,maio,quarta-feira,0.415284531,56590.84,4015.07,0.0,0.0
280.0,280.0,20150507.0,maio,quinta-feira,0.385437251,37027.89,1393.43,0.0,0.0
281.0,281.0,20150508.0,maio,sexta-feira,0.441275309,47729.71,4240.25,0.0,0.0
282.0,282.0,20150509.0,maio,sabado,0.480178285,25510.35,1442.0,0.0,0.0
283.0,283.0,20150510.0,maio,domingo,0.414066335,25468.95,800.0,0.0,0.0
